id_paper,id_data,species,order,body_part,morphology,environmental_condition,genetic.epigenetic_mechanism,genetic.epigenetic_mechanism_filtered,plasticity.or.adaptation,author,title,year,journal,volume,doi
3750,de41,Timema cristinae,Phasmatodea,body,color,predation,chromossome,chromossome,adaptation,Lindtke; Dorothea and Lucek; Kay and Soria-Carrasco; Victor and Villoutreix; Romain and Farkas; Timothy E. and Riesch; Rudiger and Dennis; Stuart R. and Gompert; Zach and Nosil; Patrik,Long-term balancing selection on chromosomal variants associated with crypsis in a stick insect,2017,MOLECULAR ECOLOGY,26,10.1111/mec.14280
3787,b15,Acyrthosiphon pisum,Hemiptera,body,color,geography,gene expression,transcriptomic,adaptation,Zhang; Li and Wang; Meng-Yao and Li; Xiao-Peng and Wang; Xiao-Tong and Jia; Cheng-Lin and Yang; Xing-Zhuo and Feng; Run-Qiu and Yuan; Ming-Long,A small set of differentially expressed genes was associated with two color morphs in natural populations of the pea aphid <i>Acyrthosiphon pisum</i>,2018,GENE,651,10.1016/j.gene.2018.01.079
3898,de214,Zelandoperla fenestrata,Plecoptera,wing,size,geography ,SNPs,genomic,adaptation,Veale; Andrew J. and Foster; Brodie J. and Dearden; Peter K. and Waters; Jonathan M.,Genotyping-by-sequencing supports a genetic basis for wing reduction in an alpine New Zealand stonefly,2018,SCIENTIFIC REPORTS,8,10.1038/s41598-018-34123-1
3969,da35,Nilaparvata lugens,Hemiptera,wing,size ,social environment,methylation,epigenetic,adaptation,Gupta; Ayushi and Nair; Suresh,Epigenetic Diversity Underlying Seasonal and Annual Variations in Brown Planthopper (BPH) Populations as Revealed by Methylation- sensitive Restriction Assay,2023,CURRENT GENOMICS,24,10.2174/0113892029276542231205065843
4043,de76,Drosophila americana,Diptera,eye,size,geography,chromossome,chromossome,adaptation,Reis; Micael and Wiegleb; Gordon and Claude; Julien and Lata; Rodrigo and Horchler; Britta and Ngoc-Thuy Ha and Reimer; Christian and Vieira; Cristina P. and Vieira; Jorge and Posnien; Nico,Multiple loci linked to inversions are associated with eye size variation in species of the <i>Drosophila virilis</i> phylad,2020,SCIENTIFIC REPORTS,10,10.1038/s41598-020-69719-z
4043,de77,Drosophila novamexicana,Diptera,eye,size,geography,chromossome,chromossome,adaptation,Reis; Micael and Wiegleb; Gordon and Claude; Julien and Lata; Rodrigo and Horchler; Britta and Ngoc-Thuy Ha and Reimer; Christian and Vieira; Cristina P. and Vieira; Jorge and Posnien; Nico,Multiple loci linked to inversions are associated with eye size variation in species of the <i>Drosophila virilis</i> phylad,2020,SCIENTIFIC REPORTS,10,10.1038/s41598-020-69719-z
4204,da14,Ligurotettix coquilletti ,Orthoptera,body,color,substrate,RAD loci,genomic,adaptation,O'Connor; Timothy K. and Sandoval; Marissa C. and Wang; Jiarui and Hans; Jacob C. and Takenaka; Risa and Child; Myron and Whiteman; Noah K.,Ecological basis and genetic architecture of crypsis polymorphism in the desert clicker grasshopper (<i>Ligurotettix coquilletti</i>),2021,EVOLUTION,75,10.1111/evo.14321
14,b41,Acyrthosiphon pisum,Hemiptera,wing,overall development,diet,gene expression,transcriptomic,plasticity,Cao; Hehe and Wang; Xi and Wang; Jiawei and Lu; Zhaozhi and Liu; Tongxian,Wing Plasticity Is Associated with Growth and Energy Metabolism in Two Color Morphs of the Pea Aphid,2024,Insects,15,10.3390/insects15040279
60,de205,Onthophagus taurus,Coleoptera,wing,size,diet,acetylation,epigenetic,plasticity,Hu; Yonggang and Crabtree; Jordan R. and Macagno; Anna L. M. and Moczek; Armin P.,Histone deacetylases regulate organ-specific growth in a horned beetle,2024,EvoDevo,15,10.1186/s13227-024-00223-5
60,de206,Onthophagus taurus,Coleoptera,reproductive organs,shape,diet,acetylation,epigenetic,plasticity,Hu; Yonggang and Crabtree; Jordan R. and Macagno; Anna L. M. and Moczek; Armin P.,Histone deacetylases regulate organ-specific growth in a horned beetle,2024,EvoDevo,15,10.1186/s13227-024-00223-5
66,de168,Nilaparvata lugens,Hemiptera,wing,size,temperature,InR1,single gene/pathway,plasticity,Mao; Meng-Sha and He; Yi-Nan and Liu; Xiang-Dong,Threshold-dependent gene regulation and partial assortative mating determine wing dimorphism of an insect,2024,Oikos,2024,10.1111/oik.10147
66,de167,Nilaparvata lugens,Hemiptera,wing,size,temperature,foxo,single gene/pathway,plasticity,Mao; Meng-Sha and He; Yi-Nan and Liu; Xiang-Dong,Threshold-dependent gene regulation and partial assortative mating determine wing dimorphism of an insect,2024,Oikos,2024,10.1111/oik.10147
66,de169,Nilaparvata lugens,Hemiptera,wing,size,temperature,InR2,single gene/pathway,plasticity,Mao; Meng-Sha and He; Yi-Nan and Liu; Xiang-Dong,Threshold-dependent gene regulation and partial assortative mating determine wing dimorphism of an insect,2024,Oikos,2024,10.1111/oik.10147
66,de171,Nilaparvata lugens,Hemiptera,wing,size,diet,InR1,single gene/pathway,plasticity,Mao; Meng-Sha and He; Yi-Nan and Liu; Xiang-Dong,Threshold-dependent gene regulation and partial assortative mating determine wing dimorphism of an insect,2024,Oikos,2024,10.1111/oik.10147
66,de170,Nilaparvata lugens,Hemiptera,wing,size,diet,foxo,single gene/pathway,plasticity,Mao; Meng-Sha and He; Yi-Nan and Liu; Xiang-Dong,Threshold-dependent gene regulation and partial assortative mating determine wing dimorphism of an insect,2024,Oikos,2024,10.1111/oik.10147
66,de166,Nilaparvata lugens,Hemiptera,wing,size,social environment,InR2,single gene/pathway,plasticity,Mao; Meng-Sha and He; Yi-Nan and Liu; Xiang-Dong,Threshold-dependent gene regulation and partial assortative mating determine wing dimorphism of an insect,2024,Oikos,2024,10.1111/oik.10147
66,de164,Nilaparvata lugens,Hemiptera,wing,size,social environment,foxo,single gene/pathway,plasticity,Mao; Meng-Sha and He; Yi-Nan and Liu; Xiang-Dong,Threshold-dependent gene regulation and partial assortative mating determine wing dimorphism of an insect,2024,Oikos,2024,10.1111/oik.10147
66,de165,Nilaparvata lugens,Hemiptera,wing,size,social environment,InR1,single gene/pathway,plasticity,Mao; Meng-Sha and He; Yi-Nan and Liu; Xiang-Dong,Threshold-dependent gene regulation and partial assortative mating determine wing dimorphism of an insect,2024,Oikos,2024,10.1111/oik.10147
66,de172,Nilaparvata lugens,Hemiptera,wing,size,diet,InR2,single gene/pathway,plasticity,Mao; Meng-Sha and He; Yi-Nan and Liu; Xiang-Dong,Threshold-dependent gene regulation and partial assortative mating determine wing dimorphism of an insect,2024,Oikos,2024,10.1111/oik.10147
104,b18,Onthophagus taurus,Coleoptera,body,size,temperature,gene expression,transcriptomic,plasticity,Ledón-Rettig; Cristina C.,A transcriptomic investigation of heat-induced transgenerational plasticity in beetles,2023,Biological Journal of the Linnean Society,138,10.1093/biolinnean/blac151
124,da9,Acyrthosiphon pisum,Hemiptera,wing,overall development,social environment,gene expression,transcriptomic,plasticity,Liu; Xiaomi and Brisson; Jennifer A.,Dopamine mediates the pea aphid wing plasticity,2023,Biology Letters,19,10.1098/rsbl.2023.0024
128,de221,Acyrthosiphon pisum,Hemiptera,wing,overall development,social environment,insulin,single gene/pathway,plasticity,Yuan; Yiyang and Wang; Yanyan and Ye; Wanwan and Yuan; Erliang and Di; Jian and Chen; Xin and Xing; Yanling and Sun; Yucheng and Ge; Feng,Functional evaluation of the insulin/insulin-like growth factor signaling pathway in determination of wing polyphenism in pea aphid,2023,Insect Science,30,10.1111/1744-7917.13121
128,de222,Acyrthosiphon pisum,Hemiptera,wing,overall development,social environment,foxo,single gene/pathway,plasticity,Yuan; Yiyang and Wang; Yanyan and Ye; Wanwan and Yuan; Erliang and Di; Jian and Chen; Xin and Xing; Yanling and Sun; Yucheng and Ge; Feng,Functional evaluation of the insulin/insulin-like growth factor signaling pathway in determination of wing polyphenism in pea aphid,2023,Insect Science,30,10.1111/1744-7917.13121
155,b22,Digitonthophagus gazella,Coleoptera,leg,size,diet,foxo,single gene/pathway,plasticity,Rohner; Patrick T. and Casasa; Sofia and Moczek; Armin P.,Assessing the evolutionary lability of insulin signalling in the regulation of nutritional plasticity across traits and species of horned dung beetles,2023,Journal of Evolutionary Biology,36,10.1111/jeb.14240
155,b23,Digitonthophagus gazella,Coleoptera,reproductive organs,size,diet,foxo,single gene/pathway,plasticity,Rohner; Patrick T. and Casasa; Sofia and Moczek; Armin P.,Assessing the evolutionary lability of insulin signalling in the regulation of nutritional plasticity across traits and species of horned dung beetles,2023,Journal of Evolutionary Biology,36,10.1111/jeb.14240
155,b24,Digitonthophagus gazella,Coleoptera,horn,size,diet,foxo,single gene/pathway,plasticity,Rohner; Patrick T. and Casasa; Sofia and Moczek; Armin P.,Assessing the evolutionary lability of insulin signalling in the regulation of nutritional plasticity across traits and species of horned dung beetles,2023,Journal of Evolutionary Biology,36,10.1111/jeb.14240
195,de161,Acyrthosiphon pisum,Hemiptera,wing,overall development,social environment,Wnt,single gene/pathway,plasticity,Zhou; Ping and Zong; Xin and Yan; Shuo and Zhang; Junzheng and Wang; Dan and Shen; Jie,The Wnt pathway regulates wing morph determination in Acyrthosiphon pisum,2023,Insect Biochemistry and Molecular Biology,161,10.1016/j.ibmb.2023.104003
207,de148,Apis mellifera,Hymenoptera,brain,size,temperature,gene expression,transcriptomic,plasticity,Zhu; Chenyu and Li; Han and Xu; Xinjian and Zhou; Shujing and Zhou; Bingfeng and Li; Xiang and Xu; Hongzhi and Tian; Yuanmingyue and Wang; Yanxin and Chu; Yu and Zhang; Xianlan and Zhu; Xiangjie,The mushroom body development and learning ability of adult honeybees are influenced by cold exposure during their early pupal stage,2023,Frontiers in Physiology,14,10.3389/fphys.2023.1173808
210,b19,Bicyclus anynana,Lepidoptera,wing,color,season,splicing plasticity,transcriptomic,plasticity,Steward; Rachel A. and de Jong; Maaike A. and Oostra; Vicencio and Wheat; Christopher W.,Alternative splicing in seasonal plasticity and the potential for adaptation to environmental change,2022,Nature Communications,13,10.1038/s41467-022-28306-8
242,da37,Jadera haematoloma,Hemiptera,wing,size ,diet,Sox14,single gene/pathway,plasticity,Angelini; David R. and Steele; Joshua L. and Yorsz; Michael C. and O'brien; Devin M.,Expression Analysis in a Dispersal-Fecundity Polyphenism Identifies Growth Regulators and Effectors,2022,Integrative and Comparative Biology,62,10.1093/icb/icac092
242,da36,Jadera haematoloma,Hemiptera,wing,size ,diet,insulin,single gene/pathway,plasticity,Angelini; David R. and Steele; Joshua L. and Yorsz; Michael C. and O'brien; Devin M.,Expression Analysis in a Dispersal-Fecundity Polyphenism Identifies Growth Regulators and Effectors,2022,Integrative and Comparative Biology,62,10.1093/icb/icac092
250,de58,Cacopsylla chinensis,Hemiptera,body,overall development,season,gene expression,transcriptomic,plasticity,Zhang; Songdou and Li; Jianying and Zhang; Dongyue and Zhang; Zhixian and Meng; Shili and Li; Zhen and Liu; Xiaoxia,miR-252 targeting temperature receptor CcTRPM to mediate the transition from summer-form to winter-form of Cacopsylla chinensis,2023,eLife,12,10.7554/eLife.88744
250,de57,Cacopsylla chinensis,Hemiptera,body,overall development,season,miRNAs,non-coding RNA,plasticity,Zhang; Songdou and Li; Jianying and Zhang; Dongyue and Zhang; Zhixian and Meng; Shili and Li; Zhen and Liu; Xiaoxia,miR-252 targeting temperature receptor CcTRPM to mediate the transition from summer-form to winter-form of Cacopsylla chinensis,2023,eLife,12,10.7554/eLife.88744
273,de157,Nilaparvata lugens ,Hemiptera,wing,size,diet,insulin,single gene/pathway,plasticity,Zhang; Jin-Li and Chen; Sun-Jie and Liu; Xin-Yang and Moczek; Armin P. and Xu; Hai-Jun,The transcription factor Zfh1 acts as a wing-morph switch in planthoppers,2022,Nature Communications,13,10.1038/s41467-022-33422-6
273,de152,Nilaparvata lugens ,Hemiptera,wing,size,social environment,Zfh1,single gene/pathway,plasticity,Zhang; Jin-Li and Chen; Sun-Jie and Liu; Xin-Yang and Moczek; Armin P. and Xu; Hai-Jun,The transcription factor Zfh1 acts as a wing-morph switch in planthoppers,2022,Nature Communications,13,10.1038/s41467-022-33422-6
273,de153,Nilaparvata lugens ,Hemiptera,wing,size,social environment,insulin,single gene/pathway,plasticity,Zhang; Jin-Li and Chen; Sun-Jie and Liu; Xin-Yang and Moczek; Armin P. and Xu; Hai-Jun,The transcription factor Zfh1 acts as a wing-morph switch in planthoppers,2022,Nature Communications,13,10.1038/s41467-022-33422-6
273,de154,Nilaparvata lugens ,Hemiptera,wing,size,temperature,Zfh3,single gene/pathway,plasticity,Zhang; Jin-Li and Chen; Sun-Jie and Liu; Xin-Yang and Moczek; Armin P. and Xu; Hai-Jun,The transcription factor Zfh1 acts as a wing-morph switch in planthoppers,2022,Nature Communications,13,10.1038/s41467-022-33422-6
273,de156,Nilaparvata lugens ,Hemiptera,wing,size,diet,Zfh3,single gene/pathway,plasticity,Zhang; Jin-Li and Chen; Sun-Jie and Liu; Xin-Yang and Moczek; Armin P. and Xu; Hai-Jun,The transcription factor Zfh1 acts as a wing-morph switch in planthoppers,2022,Nature Communications,13,10.1038/s41467-022-33422-6
273,de155,Nilaparvata lugens ,Hemiptera,wing,size,temperature,insulin,single gene/pathway,plasticity,Zhang; Jin-Li and Chen; Sun-Jie and Liu; Xin-Yang and Moczek; Armin P. and Xu; Hai-Jun,The transcription factor Zfh1 acts as a wing-morph switch in planthoppers,2022,Nature Communications,13,10.1038/s41467-022-33422-6
308,de111,Schistocerca gregaria,Orthoptera,body,color,social environment,gene expression,transcriptomic,plasticity,Cullen; Darron A. and Sword; Gregory A. and Rosenthal; Gil G. and Simpson; Stephen J. and Dekempeneer; Elfie and Hertog; Maarten L.A.T.M. and Nicolaï; Bart M. and Caes; Robbe and Mannaerts; Lisa and Broeck; Jozef Vanden,Sexual repurposing of juvenile aposematism in locusts,2022,Proceedings of the National Academy of Sciences of the United States of America,119,10.1073/pnas.2200759119
315,b39,Onthophagus taurus,Coleoptera,horn,shape,temperature,gene expression,transcriptomic,plasticity,Rohner; Patrick T. and Hu; Yonggang and Moczek; Armin P.,Developmental bias in the evolution and plasticity of beetle horn shape,2022,Proceedings of the Royal Society B: Biological Sciences,289,10.1098/rspb.2022.1441
316,da11,Drosophila melanogaster,Diptera,wing,size,diet,Ecdysone ,single gene/pathway,plasticity,Alves; André Nogueira and Oliveira; Marisa Mateus and Koyama; Takashi and Shingleton; Alexander and Mirth; Christen Kerry,Ecdysone coordinates plastic growth with robust pattern in the developing wing,2022,eLife,11,10.7554/eLife.72666
349,b17,Bicyclus anynana,Lepidoptera,wing,color,season,gene expression,transcriptomic,plasticity,Tian; Shen and Monteiro; Antonia,A Transcriptomic Atlas Underlying Developmental Plasticity of Seasonal Forms of Bicyclus anynana Butterflies,2022,Molecular Biology and Evolution,39,10.1093/molbev/msac126
350,de84,Acyrthosiphon pisum,Hemiptera,muscle,size,diet,JH,single gene/pathway,plasticity,Bai; Yu and Pei; Xiao-Jin and Ban; Ning and Chen; Nan and Liu; Su-Ning and Li; Sheng and Liu; Tong-Xian,Nutrition-dependent juvenile hormone sensitivity promotes flight-muscle degeneration during the aphid dispersal-reproduction transition,2022,Development (Cambridge),149,10.1242/dev.200891
434,b32,Schistocerca cubense,Orthoptera,body,color,social environment,gene expression,transcriptomic,plasticity,Foquet; Bert and Castellanos; Adrian A. and Song; Hojun,Comparative analysis of phenotypic plasticity sheds light on the evolution and molecular underpinnings of locust phase polyphenism,2021,Scientific Reports,11,10.1038/s41598-021-91317-w
434,b33,Schistocerca nitens,Orthoptera,body,color,social environment,gene expression,transcriptomic,plasticity,Foquet; Bert and Castellanos; Adrian A. and Song; Hojun,Comparative analysis of phenotypic plasticity sheds light on the evolution and molecular underpinnings of locust phase polyphenism,2021,Scientific Reports,11,10.1038/s41598-021-91317-w
434,b31,Schistocerca americana,Orthoptera,body,color,social environment,gene expression,transcriptomic,plasticity,Foquet; Bert and Castellanos; Adrian A. and Song; Hojun,Comparative analysis of phenotypic plasticity sheds light on the evolution and molecular underpinnings of locust phase polyphenism,2021,Scientific Reports,11,10.1038/s41598-021-91317-w
434,b30,Schistocerca piceifrons,Orthoptera,body,color,social environment,gene expression,transcriptomic,plasticity,Foquet; Bert and Castellanos; Adrian A. and Song; Hojun,Comparative analysis of phenotypic plasticity sheds light on the evolution and molecular underpinnings of locust phase polyphenism,2021,Scientific Reports,11,10.1038/s41598-021-91317-w
510,da10,Digitonthophagus gazella,Coleoptera,leg,size,diet,doublesex,single gene/pathway,plasticity,Rohner; Patrick T. and Linz; David M. and Moczek; Armin P.,Doublesex mediates species-; sex-; environment- And trait-specific exaggeration of size and shape,2021,Proceedings of the Royal Society B: Biological Sciences,288,10.1098/rspb.2021.0241
515,b42,Acyrthosiphon pisum,Hemiptera,wing,overall development,diet,gene expression,transcriptomic,plasticity,Parker; Benjamin J. and Driscoll; Rose M. H. and Grantham; Mary E. and Hrcek; Jan and Brisson; Jennifer A.,Wing plasticity and associated gene expression varies across the pea aphid biotype complex,2021,Evolution,75,10.1111/evo.14174
527,de99,Harpegnathos saltator,Hymenoptera,brain,size,caste,gene expression,transcriptomic,plasticity,Penick; Clint A. and Ghaninia; Majid and Haight; Kevin L. and Opachaloemphan; Comzit and Yan; Hua and Reinberg; Danny and Liebig; Jürgen,Reversible plasticity in brain size; behaviour and physiology characterizes caste transitions in a socially flexible ant (Harpegnathos saltator),2021,Proceedings of the Royal Society B: Biological Sciences,288,10.1098/rspb.2021.0141
566,da22,Reticulitermes aculabialis ,Blattodea,cuticle,thickness,caste,gene expression,transcriptomic,plasticity,Ye; Chenxu and Song; Zhuanzhuan and Wu; Taoyu and Zhang; Wenxiu and Saba; Noor Us and Xing; Lianxi and Su; Xiaohong and Servedio; Maria,Endocuticle is involved in caste differentiation of the lower termite,2021,Current Zoology,67,10.1093/cz/zoab005
566,da21,Reticulitermes aculabialis ,Blattodea,cuticle,color,caste,gene expression,transcriptomic,plasticity,Ye; Chenxu and Song; Zhuanzhuan and Wu; Taoyu and Zhang; Wenxiu and Saba; Noor Us and Xing; Lianxi and Su; Xiaohong and Servedio; Maria,Endocuticle is involved in caste differentiation of the lower termite,2021,Current Zoology,67,10.1093/cz/zoab005
568,de151,Schistocerca piceifrons,Orthoptera,body,color,social environment,corazonin,single gene/pathway,plasticity,Foquet; Bert and Song; Hojun,The role of the neuropeptide [His7]-corazonin on phase-related characteristics in the Central American locust,2021,Journal of Insect Physiology,131,10.1016/j.jinsphys.2021.104244
708,de229,Acyrthosiphon pisum,Hemiptera,wing,overall development,social environment,insulin,single gene/pathway,plasticity,Grantham; Mary E. and Shingleton; Alexander W. and Dudley; Emma and Brisson; Jennifer A.,Expression profiling of winged- and wingless-destined pea aphid embryos implicates insulin/insulin growth factor signaling in morph differences,2020,Evolution and Development,22,10.1111/ede.12326
708,de230,Acyrthosiphon pisum,Hemiptera,wing,overall development,social environment,foxo,single gene/pathway,plasticity,Grantham; Mary E. and Shingleton; Alexander W. and Dudley; Emma and Brisson; Jennifer A.,Expression profiling of winged- and wingless-destined pea aphid embryos implicates insulin/insulin growth factor signaling in morph differences,2020,Evolution and Development,22,10.1111/ede.12326
747,de117,Harmonia axyridis,Coleoptera,body,color,temperature,dopamine ,single gene/pathway,plasticity,Zhang; Yi and Wang; Xing-Xing and Feng; Zhu-Jun and Cong; Hao-Su and Chen; Zhan-Sheng and Li; Yu-Dan and Yang; Wen-Meng and Zhang; Song-Qi and Shen; Ling-Feng and Tian; Hong-Gang and Feng; Yi and Liu; Tong-Xian,Superficially Similar Adaptation Within One Species Exhibits Similar Morphological Specialization but Different Physiological Regulations and Origins,2020,Frontiers in Cell and Developmental Biology,8,10.3389/fcell.2020.00300
747,de118,Harmonia axyridis,Coleoptera,body,color,temperature,aspartate-β-alanine,single gene/pathway,plasticity,Zhang; Yi and Wang; Xing-Xing and Feng; Zhu-Jun and Cong; Hao-Su and Chen; Zhan-Sheng and Li; Yu-Dan and Yang; Wen-Meng and Zhang; Song-Qi and Shen; Ling-Feng and Tian; Hong-Gang and Feng; Yi and Liu; Tong-Xian,Superficially Similar Adaptation Within One Species Exhibits Similar Morphological Specialization but Different Physiological Regulations and Origins,2020,Frontiers in Cell and Developmental Biology,8,10.3389/fcell.2020.00300
768,de147,Aphis citricidus,Hemiptera,wing,overall development,social environment,miRNAs,non-coding RNA,plasticity,Shang; Feng and Niu; Jinzhi and Ding; Bi-Yue and Zhang; Wei and Wei; Dan-Dan and Wei; Dong and Jiang; Hong-Bo and Wang; Jin-Jun,The miR-9b microRNA mediates dimorphism and development of wing in aphids,2020,Proceedings of the National Academy of Sciences of the United States of America,117,10.1073/pnas.1919204117
779,de86,Onthophagus taurus,Coleoptera,horn,size,diet,gene expression,transcriptomic,plasticity,Casasa; Sofia and Zattara; Eduardo E. and Moczek; Armin P.,Nutrition-responsive gene expression and the developmental evolution of insect polyphenism,2020,Nature Ecology and Evolution,4,10.1038/s41559-020-1202-x
779,de85,Digitonthophagus gazella,Coleoptera,horn,size,diet,gene expression,transcriptomic,plasticity,Casasa; Sofia and Zattara; Eduardo E. and Moczek; Armin P.,Nutrition-responsive gene expression and the developmental evolution of insect polyphenism,2020,Nature Ecology and Evolution,4,10.1038/s41559-020-1202-x
808,de53,Rhopalosiphum padi,Hemiptera,wing,overall development,diet,vg,single gene/pathway,plasticity,Fan; Yinjun and Li; Xiuxia and Mohammed; Abd Allah A. H. and Liu; Ying and Gao; Xiwu,miR-147b-modulated expression of vestigial regulates wing development in the bird cherry-oat aphid Rhopalosiphum padi,2020,BMC Genomics,21,10.1186/s12864-020-6466-7
808,de55,Rhopalosiphum padi,Hemiptera,wing,overall development,diet,miRNAs,non-coding RNA,plasticity,Fan; Yinjun and Li; Xiuxia and Mohammed; Abd Allah A. H. and Liu; Ying and Gao; Xiwu,miR-147b-modulated expression of vestigial regulates wing development in the bird cherry-oat aphid Rhopalosiphum padi,2020,BMC Genomics,21,10.1186/s12864-020-6466-7
808,de54,Rhopalosiphum padi,Hemiptera,wing,overall development,social environment,vg,single gene/pathway,plasticity,Fan; Yinjun and Li; Xiuxia and Mohammed; Abd Allah A. H. and Liu; Ying and Gao; Xiwu,miR-147b-modulated expression of vestigial regulates wing development in the bird cherry-oat aphid Rhopalosiphum padi,2020,BMC Genomics,21,10.1186/s12864-020-6466-7
808,de56,Rhopalosiphum padi,Hemiptera,wing,overall development,social environment,miRNAs,non-coding RNA,plasticity,Fan; Yinjun and Li; Xiuxia and Mohammed; Abd Allah A. H. and Liu; Ying and Gao; Xiwu,miR-147b-modulated expression of vestigial regulates wing development in the bird cherry-oat aphid Rhopalosiphum padi,2020,BMC Genomics,21,10.1186/s12864-020-6466-7
880,de183,Nilaparvata lugens,Hemiptera,wing,size,diet,gene expression,transcriptomic,plasticity,Zhang; Chao and Liu; Xiang-Dong,Transcriptomic analysis suggests genes expressed stage-independently and stage–dependently modulating the wing dimorphism of the brown planthopper,2020,Genes,11,10.3390/genes11010019
880,de181,Nilaparvata lugens,Hemiptera,wing,size,social environment,gene expression,transcriptomic,plasticity,Zhang; Chao and Liu; Xiang-Dong,Transcriptomic analysis suggests genes expressed stage-independently and stage–dependently modulating the wing dimorphism of the brown planthopper,2020,Genes,11,10.3390/genes11010019
880,de182,Nilaparvata lugens,Hemiptera,wing,size,temperature,gene expression,transcriptomic,plasticity,Zhang; Chao and Liu; Xiang-Dong,Transcriptomic analysis suggests genes expressed stage-independently and stage–dependently modulating the wing dimorphism of the brown planthopper,2020,Genes,11,10.3390/genes11010019
917,b4,Apis mellifera,Hymenoptera,reproductive organs,size,diet,doublesex,single gene/pathway,plasticity,Roth; Annika and Vleurinck; Christina and Netschitailo; Oksana and Bauer; Vivien and Otte; Marianne and Kaftanoglu; Osman and Page; Robert E. and Beye; Martin,A genetic switch for worker nutrition-mediated traits in honeybees,2019,PLoS Biology,17,10.1371/journal.pbio.3000171
917,b5,Apis mellifera,Hymenoptera,reproductive organs,size,diet,feminizer,single gene/pathway,plasticity,Roth; Annika and Vleurinck; Christina and Netschitailo; Oksana and Bauer; Vivien and Otte; Marianne and Kaftanoglu; Osman and Page; Robert E. and Beye; Martin,A genetic switch for worker nutrition-mediated traits in honeybees,2019,PLoS Biology,17,10.1371/journal.pbio.3000171
919,de61,Nilaparvata lugens,Hemiptera,wing,size,social environment,miRNAs,non-coding RNA,plasticity,Ye; Xinhai and Xu; Le and Li; Xiang and He; Kang and Hua; Hongxia and Cao; Zhenghong and Xu; Jiadan and Ye; Wanyi and Zhang; Jiao and Yuan; Zhuting and Li; Fei,MiR-34 modulates wing polyphenism in planthopper,2019,PLoS Genetics,15,10.1371/journal.pgen.1008235
919,de62,Nilaparvata lugens,Hemiptera,wing,size,diet,miRNAs,non-coding RNA,plasticity,Ye; Xinhai and Xu; Le and Li; Xiang and He; Kang and Hua; Hongxia and Cao; Zhenghong and Xu; Jiadan and Ye; Wanyi and Zhang; Jiao and Yuan; Zhuting and Li; Fei,MiR-34 modulates wing polyphenism in planthopper,2019,PLoS Genetics,15,10.1371/journal.pgen.1008235
919,de63,Nilaparvata lugens,Hemiptera,wing,size,temperature,miRNAs,non-coding RNA,plasticity,Ye; Xinhai and Xu; Le and Li; Xiang and He; Kang and Hua; Hongxia and Cao; Zhenghong and Xu; Jiadan and Ye; Wanyi and Zhang; Jiao and Yuan; Zhuting and Li; Fei,MiR-34 modulates wing polyphenism in planthopper,2019,PLoS Genetics,15,10.1371/journal.pgen.1008235
952,b10,Apis mellifera,Hymenoptera,body,mass,maternal effects,gene expression,transcriptomic,plasticity,Wei; Hao and He; Xu Jiang and Liao; Chun Hua and Wu; Xiao Bo and Jiang; Wu Jun and Zhang; Bo and Zhou; Lin Bin and Zhang; Li Zhen and Barron; Andrew B. and Zeng; Zhi Jiang,A Maternal Effect on Queen Production in Honeybees,2019,Current Biology,29,10.1016/j.cub.2019.05.059
967,b9,Acyrthosiphon pisum,Hemiptera,wing,overall development,social environment,Apns,single gene/pathway,plasticity,Parker; Benjamin J. and Brisson; Jennifer A.,A Laterally Transferred Viral Gene Modifies Aphid Wing Plasticity,2019,Current Biology,29,10.1016/j.cub.2019.05.041
986,de178,Acyrthosiphon pisum,Hemiptera,wing,overall development,social environment,gene expression,transcriptomic,plasticity,Hu; Lin and Gui; Wanying and Chen; Bing and Chen; Li,Transcriptome profiling of maternal stress-induced wing dimorphism in pea aphids,2019,Ecology and Evolution,9,10.1002/ece3.5692
986,de179,Acyrthosiphon pisum,Hemiptera,wing,overall development,predation,gene expression,transcriptomic,plasticity,Hu; Lin and Gui; Wanying and Chen; Bing and Chen; Li,Transcriptome profiling of maternal stress-induced wing dimorphism in pea aphids,2019,Ecology and Evolution,9,10.1002/ece3.5692
997,de110,Trypoxylus dichotomus,Coleoptera,horn,size,diet,gene expression,transcriptomic,plasticity,Zinna; Robert and Emlen; Douglas and Lavine; Laura C. and Johns; Annika and Gotoh; Hiroki and Niimi; Teruyuki and Dworkin; Ian,Sexual dimorphism and heightened conditional expression in a sexually selected weapon in the Asian rhinoceros beetle,2018,Molecular Ecology,27,10.1111/mec.14907
1006,de228,Acyrthosiphon pisum,Hemiptera,wing,overall development,social environment,splicing plasticity,transcriptomic,plasticity,Grantham; Mary E. and Brisson; Jennifer A.,Extensive differential splicing underlies phenotypically plastic aphid morphs,2018,Molecular Biology and Evolution,35,10.1093/molbev/msy095
1024,de42,Jadera haematoloma,Hemiptera,wing,size,diet,insulin,single gene/pathway,plasticity,Fawcett; Meghan M. and Parks; Mary C. and Tibbetts; Alice E. and Swart; Jane S. and Richards; Elizabeth M. and Vanegas; Juan Camilo and Cenzer; Meredith and Crowley; Laura and Simmons; William R. and Hou; Wenzhen Stacey and Angelini; David R.,Manipulation of insulin signaling phenocopies evolution of a host-associated polyphenism,2018,Nature Communications,9,10.1038/s41467-018-04102-1
